system,n,path_recall,path_precision,path_f1,lcs_recall
gcr_constrained_paths,100.0,0.7803333333333334,0.895,0.7913333333333332,0.7919880952380953
gcr_unconstrained_paths,100.0,0.009166666666666665,0.004166666666666667,0.005707070707070707,0.445015873015873
