system,n,path_recall,path_precision,path_f1,lcs_recall
gcr_constrained_paths,100.0,0.8536666666666668,0.715,0.7224444444444444,0.8790039682539682
gcr_unconstrained_paths,100.0,0.005333333333333333,0.00202020202020202,0.002916666666666667,0.4567301587301587
